id,video_path,thumbnail_path,platforms,title,caption,hashtags_tiktok,hashtags_instagram,youtube_tags,scheduled_at,status,result,updated_at
viral_14,11_VIRAL_REELS/viral_reel_14.mp4,11_VIRAL_REELS/thumbnails/viral_14.png,instagram;youtube,Some days your body wants to move. Some days getting off the couch feels like climbing a mountain...,"Some days your body wants to move. Some days getting off the couch feels like climbing a mountain. 👇

The ADHD Fitness and Workout Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adhdfitness workouttracker adhdworkout adhdmotivation neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adhdfitness workouttracker adhdworkout adhdmotivation neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adhdfitness, workouttracker, adhdworkout, adhdmotivation, neurodivergent",2026-08-24T21:00:00,,,
viral_22,11_VIRAL_REELS/viral_reel_22.mp4,11_VIRAL_REELS/thumbnails/viral_22.png,instagram;youtube,"POV: it was one hour at a birthday party, and now you need to lie on the floor in silence for the...","POV: it was one hour at a birthday party, and now you need to lie on the floor in silence for the rest of the day. 👇

The ADHD Social Battery Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd socialbattery introvertproblems overstimulation adhdrelatable neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd socialbattery introvertproblems overstimulation adhdrelatable neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, socialbattery, introvertproblems, overstimulation, adhdrelatable, neurodivergent",2026-08-27T15:30:00,,,
viral_30,11_VIRAL_REELS/viral_reel_30.mp4,11_VIRAL_REELS/thumbnails/viral_30.png,instagram;youtube,Three ways to stop packing at 3am. One. | ADHD Travel & Packing Planner,"Three ways to stop packing at 3am. One. 👇

The ADHD Travel & Packing Planner is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adhdtravel packingtips traveltok adhdhacks neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adhdtravel packingtips traveltok adhdhacks neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adhdtravel, packingtips, traveltok, adhdhacks, neurodivergent",2026-08-30T02:30:00,,,
viral_15,11_VIRAL_REELS/viral_reel_15.mp4,11_VIRAL_REELS/thumbnails/viral_15.png,instagram;youtube,"Impulse spending isn't a character flaw, it's a dopamine-seeking brain grabbing the fastest rewar...","Impulse spending isn't a character flaw, it's a dopamine-seeking brain grabbing the fastest reward it can find. 👇

The ADHD-Friendly Debt Payoff & Savings Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adhdmoney debtpayoff adhdbudget moneyshame neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adhdmoney debtpayoff adhdbudget moneyshame neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adhdmoney, debtpayoff, adhdbudget, moneyshame, neurodivergent",2026-08-25T02:30:00,,,
viral_23,11_VIRAL_REELS/viral_reel_23.mp4,11_VIRAL_REELS/thumbnails/viral_23.png,instagram;youtube,"POV: you're holding the school schedule, the snack rotation, two birthday parties, and where the...","POV: you're holding the school schedule, the snack rotation, two birthday parties, and where the good scissors are, all in your head, at the same time. 👇

The ADHD Parent Planner is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adhdmom adhdparent momsoftiktok adhdparenting neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adhdmom adhdparent momsoftiktok adhdparenting neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adhdmom, adhdparent, momsoftiktok, adhdparenting, neurodivergent",2026-08-27T21:00:00,,,
viral_31,11_VIRAL_REELS/viral_reel_31.mp4,11_VIRAL_REELS/thumbnails/viral_31.png,instagram;youtube,Three ways to stop scrambling for gifts. One. | ADHD Gift & Important Dates Tracker,"Three ways to stop scrambling for gifts. One. 👇

The ADHD Gift & Important Dates Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd giftideas adhdreminders birthdaytracker adhdhacks neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd giftideas adhdreminders birthdaytracker adhdhacks neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, giftideas, adhdreminders, birthdaytracker, adhdhacks, neurodivergent",2026-08-30T15:30:00,,,
viral_16,11_VIRAL_REELS/viral_reel_16.mp4,11_VIRAL_REELS/thumbnails/viral_16.png,instagram;youtube,The word 'taxes' alone can shut an ADHD brain down for weeks. | ADHD Tax Tracker,"The word 'taxes' alone can shut an ADHD brain down for weeks. 👇

The ADHD Tax Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adhdtaxes taxseason moneyshame adulting neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adhdtaxes taxseason moneyshame adulting neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adhdtaxes, taxseason, moneyshame, adulting, neurodivergent",2026-08-25T15:30:00,,,
viral_24,11_VIRAL_REELS/viral_reel_24.mp4,11_VIRAL_REELS/thumbnails/viral_24.png,instagram;youtube,"POV: the psychiatrist asks 'how often does this happen,' and your brain, the same brain you're th...","POV: the psychiatrist asks 'how often does this happen,' and your brain, the same brain you're there to talk about, hands you absolutely nothing. 👇

The ADHD Diagnosis and Assessment Prep Journal is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adhddiagnosis adhdassessment latediagnosedadhd adhdevaluation neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adhddiagnosis adhdassessment latediagnosedadhd adhdevaluation neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adhddiagnosis, adhdassessment, latediagnosedadhd, adhdevaluation, neurodivergent",2026-08-28T02:30:00,,,
viral_32,11_VIRAL_REELS/viral_reel_32.mp4,11_VIRAL_REELS/thumbnails/viral_32.png,instagram;youtube,Three ways to beat the mail pile. One. | ADHD Paper Clutter & Mail Reset,"Three ways to beat the mail pile. One. 👇

The ADHD Paper Clutter & Mail Reset is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd paperclutter declutterhacks organizationtok adhdhacks neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd paperclutter declutterhacks organizationtok adhdhacks neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, paperclutter, declutterhacks, organizationtok, adhdhacks, neurodivergent",2026-08-30T21:00:00,,,
viral_17,11_VIRAL_REELS/viral_reel_17.mp4,11_VIRAL_REELS/thumbnails/viral_17.png,instagram;youtube,"You sit down to focus, and forty minutes later you're deep-cleaning a drawer you forgot existed....","You sit down to focus, and forty minutes later you're deep-cleaning a drawer you forgot existed. 👇

The ADHD Focus Session Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adhdfocus deepwork adhdproductivity focustips neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adhdfocus deepwork adhdproductivity focustips neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adhdfocus, deepwork, adhdproductivity, focustips, neurodivergent",2026-08-25T21:00:00,,,
viral_25,11_VIRAL_REELS/viral_reel_25.mp4,11_VIRAL_REELS/thumbnails/viral_25.png,instagram;youtube,"POV: you set the big goal in January, felt unstoppable for four days, and now it's a folder you a...","POV: you set the big goal in January, felt unstoppable for four days, and now it's a folder you avoid opening. 👇

The ADHD Goal Setting and Vision Planner is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adhdgoals goalsetting adhdmotivation adhdrelatable neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adhdgoals goalsetting adhdmotivation adhdrelatable neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adhdgoals, goalsetting, adhdmotivation, adhdrelatable, neurodivergent",2026-08-28T15:30:00,,,
viral_33,11_VIRAL_REELS/viral_reel_33.mp4,11_VIRAL_REELS/thumbnails/viral_33.png,instagram;youtube,Three ways to stop double-booking yourself. One. | ADHD Social Plans & RSVP Tracker,"Three ways to stop double-booking yourself. One. 👇

The ADHD Social Plans & RSVP Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adhdsocial doublebooked adhdorganization adhdhacks neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adhdsocial doublebooked adhdorganization adhdhacks neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adhdsocial, doublebooked, adhdorganization, adhdhacks, neurodivergent",2026-08-31T02:30:00,,,
viral_18,11_VIRAL_REELS/viral_reel_18.mp4,11_VIRAL_REELS/thumbnails/viral_18.png,instagram;youtube,"Fifteen tabs open, three half-written cover letters, and you still can't remember which job you a...","Fifteen tabs open, three half-written cover letters, and you still can't remember which job you already applied to. 👇

The ADHD-Friendly Job Search Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd jobsearch adhdcareer jobhunting careertok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd jobsearch adhdcareer jobhunting careertok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, jobsearch, adhdcareer, jobhunting, careertok, neurodivergent",2026-08-26T02:30:00,,,
viral_26,11_VIRAL_REELS/viral_reel_26.mp4,11_VIRAL_REELS/thumbnails/viral_26.png,instagram;youtube,"POV: someone asks a small favor, and your mouth says 'sure, no problem' while your whole body is...","POV: someone asks a small favor, and your mouth says 'sure, no problem' while your whole body is screaming no. 👇

The ADHD Boundary Setting Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd peoplepleasing boundaries rsd adhdrelatable neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd peoplepleasing boundaries rsd adhdrelatable neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, peoplepleasing, boundaries, rsd, adhdrelatable, neurodivergent",2026-08-28T21:00:00,,,
viral_34,11_VIRAL_REELS/viral_reel_34.mp4,11_VIRAL_REELS/thumbnails/viral_34.png,instagram;youtube,Three ways to survive a move with ADHD. One. | ADHD Moving and Relocation Planner,"Three ways to survive a move with ADHD. One. 👇

The ADHD Moving and Relocation Planner is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd movingday adhdmoving relocationtips adhdhacks neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd movingday adhdmoving relocationtips adhdhacks neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, movingday, adhdmoving, relocationtips, adhdhacks, neurodivergent",2026-08-31T15:30:00,,,
viral_19,11_VIRAL_REELS/viral_reel_19.mp4,11_VIRAL_REELS/thumbnails/viral_19.png,instagram;youtube,Four thousand two hundred unread emails. You know the number. | ADHD Inbox & Digital Declutter Pl...,"Four thousand two hundred unread emails. You know the number. 👇

The ADHD Inbox & Digital Declutter Planner is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd inboxzero adhdorganization digitalclutter emailoverwhelm neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd inboxzero adhdorganization digitalclutter emailoverwhelm neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, inboxzero, adhdorganization, digitalclutter, emailoverwhelm, neurodivergent",2026-08-26T15:30:00,,,
viral_27,11_VIRAL_REELS/viral_reel_27.mp4,11_VIRAL_REELS/thumbnails/viral_27.png,instagram;youtube,POV: you own thirty-one unread books and you just bought book thirty-two because the cover looked...,"POV: you own thirty-one unread books and you just bought book thirty-two because the cover looked exciting. 👇

The ADHD Reading and TBR Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd bookishadhd tbrpile adhdreading booktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd bookishadhd tbrpile adhdreading booktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, bookishadhd, tbrpile, adhdreading, booktok, neurodivergent",2026-08-29T02:30:00,,,
viral_35,11_VIRAL_REELS/viral_reel_35.mp4,11_VIRAL_REELS/thumbnails/viral_35.png,instagram;youtube,Three ways to never miss a vet reminder again. One. | ADHD Pet Care and Vet Reminder Tracker,"Three ways to never miss a vet reminder again. One. 👇

The ADHD Pet Care and Vet Reminder Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd petcare dogmom adhdpets adhdhacks neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd petcare dogmom adhdpets adhdhacks neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, petcare, dogmom, adhdpets, adhdhacks, neurodivergent",2026-08-31T21:00:00,,,
viral_20,11_VIRAL_REELS/viral_reel_20.mp4,11_VIRAL_REELS/thumbnails/viral_20.png,instagram;youtube,"Out of sight, out of mind, until the check engine light turns 'out of mind' into a nine hundred d...","Out of sight, out of mind, until the check engine light turns 'out of mind' into a nine hundred dollar emergency. 👇

The ADHD Car and Home Maintenance Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adulting adhdadulting homemaintenance carmaintenance neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adulting adhdadulting homemaintenance carmaintenance neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adulting, adhdadulting, homemaintenance, carmaintenance, neurodivergent",2026-08-26T21:00:00,,,
viral_28,11_VIRAL_REELS/viral_reel_28.mp4,11_VIRAL_REELS/thumbnails/viral_28.png,instagram;youtube,"POV: it's day three at the new job, you've already forgotten two names and one password, and you'...","POV: it's day three at the new job, you've already forgotten two names and one password, and you're too embarrassed to ask again. 👇

The ADHD New Job Onboarding Planner is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd newjob careertok adhdatwork worklife neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd newjob careertok adhdatwork worklife neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, newjob, careertok, adhdatwork, worklife, neurodivergent",2026-08-29T15:30:00,,,
viral_38,11_VIRAL_REELS/viral_reel_38.mp4,11_VIRAL_REELS/thumbnails/viral_38.png,instagram;youtube,Three ways to break task paralysis today. One. | ADHD Executive Function Planner,"Three ways to break task paralysis today. One. 👇

The ADHD Executive Function Planner is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd taskparalysis adhdtips executivedysfunction adhdtiktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd taskparalysis adhdtips executivedysfunction adhdtiktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, taskparalysis, adhdtips, executivedysfunction, adhdtiktok, neurodivergent",2026-09-01T21:00:00,,,
viral_37,11_VIRAL_REELS/viral_reel_37.mp4,11_VIRAL_REELS/thumbnails/viral_37.png,instagram;youtube,"You open your to-do list, see twelve things, and physically cannot pick one. | ADHD Executive Fun...","You open your to-do list, see twelve things, and physically cannot pick one. 👇

The ADHD Executive Function Planner is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd taskparalysis adhdbrain decisionfatigue adhdtiktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd taskparalysis adhdbrain decisionfatigue adhdtiktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, taskparalysis, adhdbrain, decisionfatigue, adhdtiktok, neurodivergent",2026-09-01T15:30:00,,,
viral_36,11_VIRAL_REELS/viral_reel_36.mp4,11_VIRAL_REELS/thumbnails/viral_36.png,instagram;youtube,You've had the email open for three days. You've read it four times. | ADHD Executive Function Pl...,"You've had the email open for three days. You've read it four times. 👇

The ADHD Executive Function Planner is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd taskparalysis executivedysfunction adhdbrain adhdtiktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd taskparalysis executivedysfunction adhdbrain adhdtiktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, taskparalysis, executivedysfunction, adhdbrain, adhdtiktok, neurodivergent",2026-09-01T02:30:00,,,
viral_41,11_VIRAL_REELS/viral_reel_41.mp4,11_VIRAL_REELS/thumbnails/viral_41.png,instagram;youtube,Three dopamine menu items that don't start with unlocking your phone. | ADHD Doomscrolling & Scre...,"Three dopamine menu items that don't start with unlocking your phone. 👇

The ADHD Doomscrolling & Screen Time Reset is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd dopaminemenu adhdtips screentime adhdtiktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd dopaminemenu adhdtips screentime adhdtiktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, dopaminemenu, adhdtips, screentime, adhdtiktok, neurodivergent",2026-09-02T21:00:00,,,
viral_40,11_VIRAL_REELS/viral_reel_40.mp4,11_VIRAL_REELS/thumbnails/viral_40.png,instagram;youtube,"Your brain wants a dopamine hit, and it will take the fastest one available, which is almost alwa...","Your brain wants a dopamine hit, and it will take the fastest one available, which is almost always your phone. 👇

The ADHD Focus Session Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd dopaminemenu adhdfocus deepwork adhdtiktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd dopaminemenu adhdfocus deepwork adhdtiktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, dopaminemenu, adhdfocus, deepwork, adhdtiktok, neurodivergent",2026-09-02T15:30:00,,,
viral_39,11_VIRAL_REELS/viral_reel_39.mp4,11_VIRAL_REELS/thumbnails/viral_39.png,instagram;youtube,"Ever heard of a dopamine menu? A list of small, medium, and large ways to get your brain a real h...","Ever heard of a dopamine menu? A list of small, medium, and large ways to get your brain a real hit - so you're not stuck ordering off the phone every time. 👇

The ADHD Doomscrolling & Screen Time Reset is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd dopaminemenu doomscrolling screentime adhdtiktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd dopaminemenu doomscrolling screentime adhdtiktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, dopaminemenu, doomscrolling, screentime, adhdtiktok, neurodivergent",2026-09-02T02:30:00,,,
viral_44,11_VIRAL_REELS/viral_reel_44.mp4,11_VIRAL_REELS/thumbnails/viral_44.png,instagram;youtube,"Three ways to stop the ADHD money spiral, not just feel bad about it. | ADHD-Friendly Debt Payoff...","Three ways to stop the ADHD money spiral, not just feel bad about it. 👇

The ADHD-Friendly Debt Payoff & Savings Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adhdbudget debtpayoff moneyshame adhdtiktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adhdbudget debtpayoff moneyshame adhdtiktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adhdbudget, debtpayoff, moneyshame, adhdtiktok, neurodivergent",2026-09-03T21:00:00,,,
viral_43,11_VIRAL_REELS/viral_reel_43.mp4,11_VIRAL_REELS/thumbnails/viral_43.png,instagram;youtube,"It's 1am, the cart is full, and you don't even remember opening the app. | ADHD Impulse Spending...","It's 1am, the cart is full, and you don't even remember opening the app. 👇

The ADHD Impulse Spending Pause Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adhdbudget impulsespending moneyshame adhdtiktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adhdbudget impulsespending moneyshame adhdtiktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adhdbudget, impulsespending, moneyshame, adhdtiktok, neurodivergent",2026-09-03T15:30:00,,,
viral_42,11_VIRAL_REELS/viral_reel_42.mp4,11_VIRAL_REELS/thumbnails/viral_42.png,instagram;youtube,You check your bank app and there's a charge for an app you forgot you downloaded in twenty twent...,"You check your bank app and there's a charge for an app you forgot you downloaded in twenty twenty-two. 👇

The ADHD Subscription & Recurring Bill Audit Tracker is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adhdbudget subscriptions moneyshame adhdtiktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adhdbudget subscriptions moneyshame adhdtiktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adhdbudget, subscriptions, moneyshame, adhdtiktok, neurodivergent",2026-09-03T02:30:00,,,
viral_50,11_VIRAL_REELS/viral_reel_50.mp4,11_VIRAL_REELS/thumbnails/viral_50.png,instagram;youtube,Three ways to actually wind down with an ADHD brain. One. | ADHD Sleep & Wind-Down Planner,"Three ways to actually wind down with an ADHD brain. One. 👇

The ADHD Sleep & Wind-Down Planner is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adhdsleep adhdtips sleeptok adhdtiktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adhdsleep adhdtips sleeptok adhdtiktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adhdsleep, adhdtips, sleeptok, adhdtiktok, neurodivergent",2026-09-05T21:00:00,,,
viral_47,11_VIRAL_REELS/viral_reel_47.mp4,11_VIRAL_REELS/thumbnails/viral_47.png,instagram;youtube,"For a lot of ADHD brains, rejection doesn't feel like an emotion, it feels like an emergency. | R...","For a lot of ADHD brains, rejection doesn't feel like an emotion, it feels like an emergency. 👇

The RSD Journal is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd rsd rejectionsensitivedysphoria adhdbrain adhdtiktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd rsd rejectionsensitivedysphoria adhdbrain adhdtiktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, rsd, rejectionsensitivedysphoria, adhdbrain, adhdtiktok, neurodivergent",2026-09-04T21:00:00,,,
viral_45,11_VIRAL_REELS/viral_reel_45.mp4,11_VIRAL_REELS/thumbnails/viral_45.png,instagram;youtube,"POV: your boss says 'thanks, noted' in a meeting, completely neutral, and your brain spends the r...","POV: your boss says 'thanks, noted' in a meeting, completely neutral, and your brain spends the rest of the day building a case for why you're about to get fired. 👇

The RSD Journal is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd rsd rejectionsensitivedysphoria adhdemotions adhdtiktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd rsd rejectionsensitivedysphoria adhdemotions adhdtiktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, rsd, rejectionsensitivedysphoria, adhdemotions, adhdtiktok, neurodivergent",2026-09-04T02:30:00,,,
viral_49,11_VIRAL_REELS/viral_reel_49.mp4,11_VIRAL_REELS/thumbnails/viral_49.png,instagram;youtube,"You're exhausted, you know you should sleep, and you're still scrolling anyway. | ADHD Sleep & Wi...","You're exhausted, you know you should sleep, and you're still scrolling anyway. 👇

The ADHD Sleep & Wind-Down Planner is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adhdsleep doomscrolling sleeptok adhdtiktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adhdsleep doomscrolling sleeptok adhdtiktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adhdsleep, doomscrolling, sleeptok, adhdtiktok, neurodivergent",2026-09-05T15:30:00,,,
viral_46,11_VIRAL_REELS/viral_reel_46.mp4,11_VIRAL_REELS/thumbnails/viral_46.png,instagram;youtube,"A friend cancels plans last minute, gives a totally normal reason, and your brain instantly decid...","A friend cancels plans last minute, gives a totally normal reason, and your brain instantly decides they never actually liked you. 👇

The RSD Journal is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd rsd rejectionsensitivedysphoria adhdrelatable adhdtiktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd rsd rejectionsensitivedysphoria adhdrelatable adhdtiktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, rsd, rejectionsensitivedysphoria, adhdrelatable, adhdtiktok, neurodivergent",2026-09-04T15:30:00,,,
viral_48,11_VIRAL_REELS/viral_reel_48.mp4,11_VIRAL_REELS/thumbnails/viral_48.png,instagram;youtube,"It's 2am, you're exhausted, and your brain has decided this is the perfect time to replay every a...","It's 2am, you're exhausted, and your brain has decided this is the perfect time to replay every awkward thing you've said since 2016. 👇

The ADHD Sleep & Wind-Down Planner is on Etsy right now — link in bio to grab yours.
Follow for more ADHD tools that actually get it.",fyp adhdplanner digitalplanner goodnotesplanner adhd adhdsleep racingthoughts sleeptok adhdtiktok neurodivergent,fyp adhdplanner digitalplanner goodnotesplanner adhd adhdsleep racingthoughts sleeptok adhdtiktok neurodivergent,"fyp, adhdplanner, digitalplanner, goodnotesplanner, adhd, adhdsleep, racingthoughts, sleeptok, adhdtiktok, neurodivergent",2026-09-05T02:30:00,,,
